fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
12.6,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82,10.3,6
10.1,0.65,0.37,5.1,0.11,11.0,65.0,1.0026,3.32,0.64,10.4,6
6.3,0.39,0.08,1.7,0.066,3.0,20.0,0.9954,3.34,0.58,9.4,5
8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,5
9.5,0.86,0.26,1.9,0.079,13.0,28.0,0.99712,3.25,0.62,10.0,5
11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,6
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6
6.5,0.9,0.0,1.6,0.052,9.0,17.0,0.99467,3.5,0.63,10.9,6
6.6,0.74,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,5
7.3,0.7,0.0,2.5,0.075,3.0,13.0,0.998,3.49,0.52,9.2,5
9.9,0.72,0.55,1.7,0.136,24.0,52.0,0.99752,3.35,0.94,10.0,5
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,5
7.6,0.66,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,5
7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.2,6
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5
9.6,0.42,0.35,2.1,0.083,17.0,38.0,0.99622,3.23,0.66,11.1,6
7.7,0.51,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,5
8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,6
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6
7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,5
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,5
7.8,0.88,0.0,2.6,0.098,25.0,67.0,0.9968,3.2,0.68,9.8,5
8.4,0.6,0.1,2.2,0.085,14.0,111.0,0.9964,3.15,0.66,9.8,5
9.4,0.62,0.28,3.2,0.087,18.0,72.0,1.0001,3.31,0.53,9.7,5
6.0,0.42,0.19,2.0,0.075,22.0,47.0,0.99522,3.39,0.78,10.0,6
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5
8.2,0.64,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,6
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.1,6
11.9,0.4,0.65,2.2,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,6
10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,6
7.5,0.59,0.22,1.8,0.082,43.0,60.0,0.99499,3.1,0.42,9.2,5
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,5
10.1,0.28,0.46,1.8,0.05,5.0,13.0,0.9974,3.04,0.79,10.2,6
6.9,0.63,0.01,2.4,0.076,14.0,39.0,0.99522,3.34,0.53,10.8,6
7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,6
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,5
9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6
8.7,0.48,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.67,11.2,7
9.7,0.31,0.47,1.6,0.062,13.0,33.0,0.9983,3.27,0.66,10.0,6
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5
7.9,0.76,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,6
10.1,0.38,0.5,2.4,0.104,6.0,13.0,0.99643,3.22,0.65,11.6,7
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,5
7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,6
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,5
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,5
8.1,0.29,0.36,2.2,0.048,35.0,53.0,0.995,3.27,1.01,12.4,7
6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,6
6.9,0.63,0.33,6.7,0.235,66.0,115.0,0.99787,3.22,0.56,9.5,5
7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,5
7.5,0.58,0.56,3.1,0.153,5.0,14.0,0.99476,3.21,1.03,11.6,6
7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,5
6.6,0.56,0.14,2.4,0.064,13.0,29.0,0.99397,3.42,0.62,11.7,7
9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,5
10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.99786,2.99,1.18,10.2,5
7.8,0.64,0.1,6.0,0.115,5.0,11.0,0.9984,3.37,0.69,10.1,7
7.7,1.0,0.15,2.1,0.102,11.0,32.0,0.99604,3.23,0.48,10.0,5
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6
8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,10.2,6
8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,5
10.8,0.47,0.43,2.1,0.171,27.0,66.0,0.9982,3.17,0.76,10.8,6
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6
6.8,0.66,0.07,1.6,0.07,16.0,61.0,0.99572,3.29,0.6,9.3,5
9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,5
8.9,0.48,0.53,4.0,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,7
9.2,0.59,0.24,3.3,0.101,20.0,47.0,0.9988,3.26,0.67,9.6,5
7.0,0.74,0.12,1.8,0.114,15.0,64.0,0.99588,3.22,0.59,9.5,6
7.2,0.5,0.18,2.1,0.071,12.0,31.0,0.99761,3.52,0.72,9.6,6
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.6,7
7.4,0.41,0.24,1.8,0.066,18.0,47.0,0.9956,3.37,0.62,10.4,5
10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,6
4.7,0.6,0.17,2.3,0.058,17.0,106.0,0.9932,3.85,0.6,12.9,6
11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,6
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,6
8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,6
6.5,0.62,0.0,1.9,0.065,9.0,18.0,0.9972,3.46,0.65,9.2,5
7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,5
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5
8.7,0.41,0.41,6.2,0.078,25.0,42.0,0.9953,3.24,0.77,12.6,7
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7
9.5,0.37,0.52,2.0,0.082,6.0,26.0,0.998,3.18,0.51,9.5,5
10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,6
7.7,0.72,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,6
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6
8.8,0.59,0.18,2.9,0.089,12.0,74.0,0.99738,3.14,0.54,9.4,5
6.7,1.04,0.08,2.3,0.067,19.0,32.0,0.99648,3.52,0.57,11.0,4
9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,5
7.2,0.34,0.21,2.5,0.075,41.0,68.0,0.99586,3.37,0.54,10.1,6
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5
7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,6
8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,6
9.0,0.66,0.17,3.0,0.077,5.0,13.0,0.9976,3.29,0.55,10.4,5
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,5
7.6,0.9,0.06,2.5,0.079,5.0,10.0,0.9967,3.39,0.56,9.8,5
8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,6
9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,6
10.4,0.44,0.73,6.6,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7
7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,5
8.9,0.48,0.53,4.0,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,7
8.7,0.33,0.38,3.3,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,7
7.1,0.52,0.03,2.6,0.076,21.0,92.0,0.99745,3.5,0.6,9.8,5
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,7
7.9,1.04,0.05,2.2,0.084,13.0,29.0,0.9959,3.22,0.55,9.9,6
8.5,0.46,0.59,1.4,0.414,16.0,45.0,0.99702,3.03,1.34,9.2,5
7.3,0.45,0.36,5.9,0.074,12.0,87.0,0.9978,3.33,0.83,10.5,5
8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,6
5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,7
11.4,0.62,0.66,6.2,0.088,6.0,24.0,0.9988,3.11,0.99,13.3,6
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7
11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,6
13.7,0.42,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5
8.5,0.32,0.42,2.3,0.075,12.0,19.0,0.99434,3.14,0.71,11.8,7
8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.99738,3.38,0.66,11.6,7
8.3,0.84,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,4
8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,5
6.9,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,1.18,10.5,6
9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,6
7.2,0.72,0.05,4.6,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,5
8.9,0.62,0.18,3.8,0.176,52.0,145.0,0.9986,3.16,0.88,9.2,5
8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.99599,3.27,0.81,11.0,6
8.2,0.74,0.09,2.0,0.067,5.0,10.0,0.99418,3.28,0.57,11.8,6
8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,7
8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,10.8,6
7.7,0.7,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,5
9.3,0.66,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,5
8.7,0.62,0.16,2.0,0.101,13.0,49.0,0.9962,3.14,0.57,11.0,5
8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,5
9.9,0.32,0.56,2.0,0.073,3.0,8.0,0.99534,3.15,0.73,11.4,6
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,6
7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,5
7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,9.5,5
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5
8.9,0.38,0.4,2.2,0.068,12.0,28.0,0.99486,3.27,0.75,12.6,7
8.0,0.72,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,6
7.0,0.66,0.16,2.1,0.074,8.0,25.0,0.99606,3.37,0.55,9.7,5
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,8
5.9,0.55,0.1,2.2,0.062,39.0,51.0,0.99512,3.52,0.76,11.2,6
10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,5
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6
7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62,10.1,6
8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,5
7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,4
6.4,0.86,0.03,3.2,0.071,27.0,58.0,0.995,3.61,0.49,12.7,6
7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.9949,3.29,0.47,10.8,6
7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,6
7.5,0.72,0.04,1.5,0.076,8.0,15.0,0.99508,3.26,0.53,9.6,5
10.5,0.43,0.35,3.3,0.092,24.0,70.0,0.99798,3.21,0.69,10.5,6
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5
9.9,0.57,0.25,2.0,0.104,12.0,89.0,0.9963,3.04,0.9,10.1,5
11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,6
8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.99822,3.33,0.6,10.4,6
6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,10.6,6
8.0,0.48,0.34,2.2,0.073,16.0,25.0,0.9936,3.28,0.66,12.4,6
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7
5.2,0.32,0.25,1.8,0.103,13.0,50.0,0.9957,3.38,0.55,9.2,5
7.2,1.0,0.0,3.0,0.102,7.0,16.0,0.99586,3.43,0.46,10.0,5
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6
7.8,0.32,0.44,2.7,0.104,8.0,17.0,0.99732,3.33,0.78,11.0,7
7.1,0.88,0.05,5.7,0.082,3.0,14.0,0.99808,3.4,0.52,10.2,3
6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,3.58,0.67,12.5,6
6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,6
8.6,0.49,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,6
8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48,9.8,4
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6
6.6,0.61,0.0,1.6,0.069,4.0,8.0,0.99396,3.33,0.37,10.4,4
6.9,0.76,0.18,2.4,0.243,5.5,48.0,0.99612,3.4,0.6,10.3,6
12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,6
7.8,0.61,0.29,1.6,0.114,9.0,29.0,0.9974,3.26,1.56,9.1,5
7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6
8.2,0.92,0.27,2.1,0.088,7.0,23.0,0.9962,3.26,0.47,10.0,4
8.3,0.66,0.15,1.9,0.079,17.0,42.0,0.9972,3.31,0.54,9.6,6
7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,6
6.8,0.64,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,5
11.1,0.42,0.47,2.6,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,7
8.9,0.22,0.48,1.8,0.077,29.0,60.0,0.9968,3.39,0.53,9.4,6
7.3,0.67,0.05,3.6,0.107,6.0,20.0,0.9972,3.4,0.63,10.1,5
7.1,0.27,0.6,2.1,0.074,17.0,25.0,0.99814,3.38,0.72,10.6,6
6.6,0.58,0.0,2.2,0.1,50.0,63.0,0.99544,3.59,0.68,11.4,6
7.9,0.29,0.49,2.2,0.096,21.0,59.0,0.99714,3.31,0.67,10.1,6
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6
10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.87,11.4,6
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,5
6.6,0.86,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,6
7.1,0.65,0.18,1.8,0.07,13.0,40.0,0.997,3.44,0.6,9.1,5
9.5,0.37,0.52,2.0,0.088,12.0,51.0,0.99613,3.29,0.58,11.1,6
7.9,0.49,0.32,1.9,0.082,17.0,144.0,0.9968,3.2,0.55,9.5,5
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,5
11.8,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,10.8,6
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,6
12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,5
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,6
10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,6
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6
8.6,0.33,0.4,2.6,0.083,16.0,68.0,0.99782,3.3,0.48,9.4,5
11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,5
7.6,0.39,0.31,2.3,0.082,23.0,71.0,0.9982,3.52,0.65,9.7,5
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5
11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,3
6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,5
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6
8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,5
8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.99488,3.26,0.56,11.3,6
7.4,0.63,0.07,2.4,0.09,11.0,37.0,0.9979,3.43,0.76,9.7,6
8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,7
6.8,0.92,0.29,4.8,0.07,15.0,39.0,0.99577,3.53,0.54,11.1,5
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.2,6
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6
7.9,0.72,0.01,1.9,0.076,7.0,32.0,0.99668,3.39,0.54,9.6,5
8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,6
8.0,0.74,0.56,2.0,0.118,30.0,134.0,0.9968,3.24,0.66,9.4,5
6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,5
10.7,0.4,0.37,1.9,0.081,17.0,29.0,0.99674,3.12,0.65,11.2,6
8.7,0.68,0.1,1.6,0.09,4.0,11.0,0.99745,3.31,0.65,9.6,5
7.7,0.49,0.26,1.9,0.062,9.0,31.0,0.9966,3.39,0.64,9.6,5
7.2,0.58,0.54,2.1,0.114,3.0,9.0,0.99719,3.33,0.57,10.3,4
10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,6
8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,4
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6
8.8,0.55,0.04,2.2,0.119,14.0,56.0,0.9962,3.21,0.6,10.9,6
6.4,0.39,0.33,3.3,0.046,12.0,53.0,0.99294,3.36,0.62,12.2,6
9.4,0.4,0.47,2.5,0.087,6.0,20.0,0.99772,3.15,0.5,10.5,5
9.1,0.6,0.0,1.9,0.058,5.0,10.0,0.9977,3.18,0.63,10.4,6
8.2,0.64,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,6
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5
7.9,0.2,0.35,1.7,0.054,7.0,15.0,0.99458,3.32,0.8,11.9,7
5.8,0.29,0.26,1.7,0.063,3.0,11.0,0.9915,3.39,0.54,13.5,6
7.6,1.54,0.0,2.3,0.134,4.9,9.3,0.994958,3.49,0.41,10.9,3
8.8,1.17,0.21,2.1,0.164,5.0,12.0,0.99673,3.36,0.5,9.8,3
9.2,0.73,0.26,2.6,0.126,22.7,34.8,0.997652,3.48,0.74,10.2,3
10.8,0.49,0.51,1.7,0.12,25.4,47.6,0.999205,3.33,0.76,9.6,3
7.8,0.95,0.03,4.5,0.083,4.6,12.4,0.998535,3.44,0.5,10.6,3
8.8,0.7,0.27,1.7,0.23,10.0,21.9,0.997269,3.23,0.58,9.0,3
7.6,1.54,0.0,2.3,0.134,4.9,9.3,0.994954,3.49,0.41,10.9,3
7.5,1.34,0.0,3.4,0.112,5.0,12.1,0.99589,3.58,0.49,10.8,3
11.4,0.59,0.63,2.2,0.081,10.2,46.3,1.000564,3.25,0.57,9.0,3
7.6,0.93,0.09,2.0,0.069,21.3,48.9,0.99717,3.32,0.58,9.7,3
9.8,0.55,0.35,1.6,0.129,31.3,48.2,0.998071,3.37,0.8,9.9,3
6.8,0.82,0.0,1.5,0.254,15.1,28.0,0.994944,3.33,0.51,9.8,3
7.1,0.91,0.04,5.6,0.084,3.2,14.0,0.997931,3.42,0.52,10.3,3
7.1,0.87,0.05,5.6,0.085,3.2,14.3,0.998019,3.4,0.52,10.2,3
6.8,0.82,0.0,1.6,0.25,14.8,27.6,0.995028,3.33,0.51,9.8,3
7.3,1.1,0.03,4.6,0.099,3.6,12.4,0.997028,3.43,0.48,10.4,3
6.8,0.84,0.0,1.4,0.255,15.2,27.9,0.994845,3.34,0.51,9.9,3
7.5,1.45,0.0,2.8,0.124,5.0,10.6,0.995347,3.54,0.44,10.8,3
7.1,0.87,0.04,5.0,0.111,5.0,16.3,0.997557,3.39,0.52,10.1,3
11.6,0.58,0.66,2.2,0.077,9.9,46.3,1.000767,3.25,0.57,9.0,3
7.5,0.78,0.09,1.4,0.255,14.0,26.6,0.99558,3.29,0.53,9.5,3
8.0,0.8,0.17,4.7,0.115,3.6,14.6,0.998452,3.33,0.55,9.7,3
7.6,1.53,0.0,2.4,0.132,5.0,9.6,0.994977,3.52,0.42,10.9,3
9.3,0.67,0.34,1.8,0.22,8.3,19.9,0.997978,3.21,0.59,8.8,3
7.0,0.88,0.02,1.5,0.191,17.5,36.4,0.995578,3.32,0.52,9.8,3
11.5,0.56,0.63,2.1,0.083,12.9,47.1,1.000496,3.27,0.61,9.1,3
7.2,1.09,0.0,3.4,0.142,7.9,18.0,0.996099,3.55,0.53,10.5,3
10.6,0.6,0.52,2.1,0.175,6.0,22.1,0.999675,3.18,0.62,8.5,3
6.9,0.86,0.01,1.5,0.209,17.1,34.6,0.99537,3.32,0.52,9.8,3
9.8,0.66,0.41,2.7,0.179,4.6,15.6,0.999166,3.2,0.61,8.7,3
8.0,0.76,0.16,1.4,0.219,14.5,33.5,0.996229,3.3,0.52,9.6,3
8.7,0.94,0.11,3.1,0.106,5.8,12.0,0.999013,3.42,0.52,10.5,3
7.1,0.88,0.05,5.7,0.082,3.0,14.0,0.998066,3.4,0.52,10.2,3
9.2,0.75,0.25,2.6,0.125,22.0,34.0,0.99761,3.48,0.73,10.2,3
11.2,0.59,0.6,2.2,0.121,8.1,35.5,1.000279,3.22,0.59,8.8,3
7.2,1.03,0.04,4.9,0.094,3.4,12.9,0.997338,3.42,0.49,10.4,3
7.5,0.92,0.04,4.9,0.083,4.0,13.0,0.998366,3.43,0.51,10.5,3
7.5,1.17,0.0,4.2,0.096,5.1,13.8,0.996761,3.62,0.54,10.7,3
9.9,0.64,0.42,2.0,0.209,6.6,17.8,0.998736,3.18,0.61,8.6,3
9.2,0.84,0.22,2.8,0.134,5.6,13.1,0.999126,3.34,0.55,9.9,3
7.5,1.4,0.01,3.0,0.123,4.5,10.2,0.995587,3.48,0.43,10.7,3
9.7,0.75,0.37,2.6,0.175,5.0,15.5,0.998713,3.28,0.61,9.0,3
7.9,1.48,0.05,2.1,0.143,5.0,9.7,0.995238,3.46,0.42,10.6,3
7.3,0.96,0.05,2.0,0.081,19.6,47.1,0.996822,3.31,0.55,9.7,3
10.4,0.53,0.46,1.8,0.173,19.3,31.8,0.998866,3.27,0.74,9.1,3
10.0,0.68,0.41,2.3,0.18,5.2,15.1,0.999317,3.22,0.61,8.9,3
9.4,0.79,0.33,2.8,0.167,5.0,15.4,0.998504,3.31,0.6,9.1,3
7.4,1.23,0.0,4.0,0.101,5.0,13.5,0.996408,3.62,0.53,10.7,3
7.2,1.04,0.0,3.1,0.163,9.3,19.8,0.995864,3.51,0.53,10.3,3
10.4,0.61,0.48,2.1,0.199,5.0,15.9,0.999395,3.16,0.63,8.4,3
7.5,1.17,0.0,4.2,0.096,5.1,13.7,0.99682,3.62,0.54,10.7,3
11.5,0.58,0.64,2.2,0.086,9.5,44.2,1.000672,3.24,0.58,8.9,3
7.9,0.97,0.03,4.1,0.083,5.0,12.0,0.998652,3.45,0.5,10.7,3
7.4,1.17,0.0,4.1,0.095,5.7,15.7,0.996622,3.61,0.54,10.7,3
10.4,0.6,0.49,2.1,0.197,6.4,17.6,0.999347,3.17,0.64,8.5,3
7.9,1.09,0.01,3.8,0.09,5.6,12.3,0.99793,3.54,0.51,10.9,3
7.3,1.07,0.02,4.8,0.091,4.3,14.0,0.997145,3.55,0.53,10.5,3
7.0,0.85,0.03,3.7,0.165,8.8,20.7,0.996569,3.36,0.52,10.0,3
8.4,1.3,0.14,2.1,0.155,5.0,11.1,0.99612,3.4,0.47,10.2,3
7.5,1.45,0.0,2.8,0.124,5.0,10.6,0.995365,3.54,0.45,10.8,3
7.8,1.4,0.01,2.5,0.12,5.3,9.7,0.996122,3.49,0.43,10.9,3
8.0,0.76,0.16,1.4,0.219,14.5,33.5,0.996218,3.3,0.52,9.6,3
9.8,0.81,0.39,2.1,0.187,5.0,14.5,0.998433,3.23,0.58,8.9,3
8.2,1.38,0.1,2.1,0.15,5.0,10.5,0.995736,3.43,0.45,10.4,3
